,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
409,1.3,One Word Substitution,One who collects coins,Archaeologist,Numismatist,Philatelist,Connoisseur,B,Select the word which explains the question.
410,1.3,One Word Substitution,A system of Government in which only one political party is allowed to function,Oligarchy,Dictatorship,Totalitarianism,Theocracy,C,Select the word which explains the question.
411,1.3,One Word Substitution,Customs and habits of a particular group,Mores,Traditions,Rites,Rituals,A,Select the word which explains the question.
412,1.3,One Word Substitution,A body of persons appointed to hear evidence and give their verdict in trials,Association,Council,Bar,Jury,D,Select the word which explains the question.
413,1.3,One Word Substitution,Indifference to pleasure or pain,Perseverance,Tolerance,Stoicism,Reticence,C,Select the word which explains the question.
414,1.3,One Word Substitution,That which lasts for a short time,Regular,Transitory,Rotatory,Repository,B,Select the word which explains the question.
415,1.3,One Word Substitution,Ready to believe anything,Credible,Incredible,Credulous,Double-paired,C,Select the word which explains the question.
416,1.3,One Word Substitution,A four footed animal,Tetraped,Quadruped,Polyped,Double paired,B,Select the word which explains the question.
417,1.3,One Word Substitution,A person who believes in the total abolition of war,Socialist,Communist,Fascist,Pacifist,D,Select the word which explains the question.
418,1.3,One Word Substitution,Constant efforts to achieve something,Patience,Vigour,Attempt,Perseverance,D,Select the word which explains the question.
419,1.3,One Word Substitution,One who goes to settle in another country,Immigrant,Alien,Citizen,Emigrant,A,Select the word which explains the question.
420,1.3,One Word Substitution,One who hates mankind,Philanthropist,Terrorist,Misanthrope,Misogynist,C,Select the word which explains the question.
421,1.3,One Word Substitution,Belonging to all parts of the world,Versatile,Universal,Cosmopolitan,Secular,C,Select the word which explains the question.
422,1.3,One Word Substitution,One who walks on ropes,Funambulist,Upholsterer,Acrobat,Aviator,A,Select the word which explains the question.
423,1.3,One Word Substitution,The study of the origin and history of words,Linguistics,Etymology,Verbose,Anthology,B,Select the word which explains the question.
424,1.3,One Word Substitution,A person who breaks into a house in order to steal,Poacher,Bandit,Intruder,Burglar,D,Select the word which explains the question.
425,1.3,One Word Substitution,The study of maps,Cartography,Geography,Geology,Atlas,A,Select the word which explains the question.
426,1.3,One Word Substitution,Tough tissues in joints,Ligaments,Endoderm,Muscles,Fibre,A,Select the word which explains the question.
427,1.3,One Word Substitution,The first model of a new device,Prototype,Sculpture,Icon,Photograph,A,Select the word which explains the question.
428,1.3,One Word Substitution,A building where an audience sits,Aquarium,Gymnasium,Auditorium,Stadium,C,Select the word which explains the question.
429,1.3,One Word Substitution,Give and receive mutually,Present,Reciprocate,Compromise,Approve,B,Select the word which explains the question.
430,1.3,One Word Substitution,One who can thing about the future with imagination and wisdom,Dreamer,Seer,Idealist,Visionary,D,Select the word which explains the question.
431,1.3,One Word Substitution,A doctor who treats children,Pediatrician,Pedagogue,Pedestrian,Paedophile,A,Select the word which explains the question.
432,1.3,One Word Substitution,One who studies election trends by means of opinion polls,Entomologist,Psephologist,Demagogue,Eugenist,B,Select the word which explains the question.
433,1.3,One Word Substitution,One who believes in offering equal opportunities to women in all spheres,Male Chauvinist,Feminist,Fatalist,Futurist,B,Select the word which explains the question.
434,1.3,One Word Substitution,Killing of a child,Homicide,Genocide,Infanticide,Gourmet,C,Select the word which explains the question.
435,1.3,One Word Substitution,The art of good eating,Gastronomy,Astronomy,Vegetarianism,Gourmet,D,Select the word which explains the question.
436,1.3,One Word Substitution,One who is indifferent to pleasure or pain,Stoic,Stylist,Cynic,Psychic,A,Select the word which explains the question.
437,1.3,One Word Substitution,Lasting only for a moment,Momentous,Momentary,Trivial,Petty,B,Select the word which explains the question.
438,1.3,One Word Substitution,"To seize control of a vehicle in order to force it to go to a new destination, or demand something",Attack,Contract,Hijack,Detour,C,Select the word which explains the question.
439,1.3,One Word Substitution,An enclosure for keeping birds,Apiary,Aviary,Zoo,Aquarium,B,Select the word which explains the question.
440,1.3,One Word Substitution,A blend of diverse elements,Alloy,Amalgam,Cluster,Classification,B,Select the word which explains the question.
441,1.3,One Word Substitution,The doctrine that there is only one God,Monotheism,Polytheism,Pantheism,Deism,A,Select the word which explains the question.
442,1.3,One Word Substitution,"Mode of behaviour, peculiar to a person",Idiocy,Idiomatic,Idiosyncrasy,Individuality,C,Select the word which explains the question.
443,1.3,One Word Substitution,A person who is accused of something before a court of law,Accuser,Criminal,Defendant,Layer,C,Select the word which explains the question.
444,1.3,One Word Substitution,Succession of rulers belonging to one family,Dynasty,Lineage,Ancestry,Progeny,A,Select the word which explains the question.
445,1.3,One Word Substitution,To cut something into two pieces,Severe,Sever,Sewer,Sow,B,Select the word which explains the question.
446,1.3,One Word Substitution,Flat metal or Porcelain plate fixed on a wall as an ornament or memorial,Tabloid,Poster,Board,Plaque,D,Select the word which explains the question.
447,1.3,One Word Substitution,Act of deceiving somebody in order to make money,Fraud,Robbery,Pickpocket,Theft,A,Select the word which explains the question.
448,1.3,One Word Substitution,A short poem or speech addressed to the spectators after the conclusion of a drama,Prologue,Dialogue,Epilogue,Monologue,C,Select the word which explains the question.
449,1.3,One Word Substitution,"Capable of being understood in either of two or more possible senses, and therefore not definite",Amphibious,Ambiguous,Amorphous,Confusing,B,Select the word which explains the question.
450,1.3,One Word Substitution,A person who is unable to pay his debts,Solvent,Banker,Insolvent,Lender,C,Select the word which explains the question.
451,1.3,One Word Substitution,Anything which is no longer in use,Obscure,Obsolete,Pristine,Lapsed,B,Select the word which explains the question.
452,1.3,One Word Substitution,A person coming to a foreign land to settle here,Immigrant,Emigrant,Tourist,Settler,A,Select the word which explains the question.
453,1.3,One Word Substitution,Something capable of being done,Probable,Feasible,Tenable,Explicable,B,Select the word which explains the question.
454,1.3,One Word Substitution,One who knows many languages,Linguist,Polyglot,Translator,Phonetician,A,Select the word which explains the question.
455,1.3,One Word Substitution,One who does not follow the usual rules of social life,Bohemian,Artisan,Partisan,Physician,A,Select the word which explains the question.
456,1.3,One Word Substitution,Placing a thing beside another,Impose,Repose,Juxtapose,Expose,C,Select the word which explains the question.
457,1.3,One Word Substitution,"To throw or drop unnecessary goods or fuel from a ship, an aircraft, a spacecraft etc.",Capsize,Enthral,Volley,Jettison,D,Select the word which explains the question.
458,1.3,One Word Substitution,Wild and noisy disorder,Agitation,Revolution,Pandemonium,Stir,C,Select the word which explains the question.
459,1.3,One Word Substitution,Possessing unlimited powers,Omniscient,Omnipotent,Omnipresent,Omnicompetent,B,Select the word which explains the question.
460,1.3,One Word Substitution,He is a doctor who is a specialist in skin diseases,Cardiologist,Physician,Dermatologist,Physicist,C,Select the word which explains the question.
461,1.3,One Word Substitution,One who retires from society and lives alone,Saint,Giant,Plaintiff,Recluse,D,Select the word which explains the question.
462,1.3,One Word Substitution,"The art of making pots, bricks etc. with clay",Potting,Ceramics,Crockery,Dynamics,B,Select the word which explains the question.
463,1.3,One Word Substitution,Living at the same time,Concurrent,Contemporary,Coincident,Concomitant,B,Select the word which explains the question.
464,1.3,One Word Substitution,Concern for the needs and feelings of others,Generosity,Charity,Providence,Altruism,D,Select the word which explains the question.
465,1.3,One Word Substitution,Words inscribed on a tomb,Epilogue,Epigram,Epitome,Epitaph,D,Select the word which explains the question.
466,1.3,One Word Substitution,A person who readily believes others,Sensitive,Sensible,Gredulous,Credible,C,Select the word which explains the question.
467,1.3,One Word Substitution,A person prominent in fashionable society,Socialite,Host,Reveller,Snob,C,Select the word which explains the question.
468,1.3,One Word Substitution,A system of government supposedly run on religious lines,Theocracy,Theosophy,Theism,Theology,A,Select the word which explains the question.
469,1.3,One Word Substitution,A person with a long experience of any occupation,Veteran,Genius,Seasoned,Ambidextrous,A,Select the word which explains the question.
470,1.3,One Word Substitution,Words written on a tomb,Epithet,Epigraph,Soliloquy,Epitaph,D,Select the word which explains the question.
